title,bazdid,karbaran,minute,title1,ژانر,کشور,سال,imdb,number of episod,قسمت,فصل,serial,film
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,2,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,2,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,2,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,2,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,3,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,3,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,3,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,3,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,4,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,4,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,4,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,4,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,4,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,5,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,5,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,5,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,5,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,5,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,6,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,6,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,6,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,6,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,6,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,7,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,7,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,7,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,7,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,7,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,8,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,8,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,8,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,8,8,3,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,4,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,1,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,1,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,1,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,1,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,1,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,2,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,2,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,2,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,2,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,2,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,3,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,3,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,3,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,3,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,3,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,4,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,4,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,4,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,4,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,6,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,6,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,6,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,6,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,6,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,7,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,7,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,7,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,7,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,7,7,5,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,1,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,2,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,3,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,3,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,3,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,3,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,3,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,4,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,5,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,6,1,NULL
مستربین,962,488,285.95,مستربین,"انیمیشن,خانوادگی,طنز",انگلیس,1380,6.8,6,6,6,1,NULL
مستند اقیانوس آرام,12,8,3.62,مستند اقیانوس آرام,مستند,اسپانیا,1396,6.9,0,0,0,NULL,1
مستند پرسپولیس الدحیل(صعود پرسپولیس به نیمه نهایی),50,32,9.71,مستند پرسپولیس الدحیل(صعود پرسپولیس به نیمه نهایی,NULL,ایران,1397,0,0,0,0,NULL,1
مستند پشت صحنه های دیدار السد پرسپولیس,47,37,10.55,مستند پشت صحنه های دیدار السد پرسپولیس,NULL,ایران,1397,0,0,0,0,NULL,1
مستند پیش دربی پرسپولیس,13,10,4.27,مستند پیش دربی پرسپولیس,مستند،ورزشی,ایران,1397,0,0,0,0,NULL,1
مستند حواشی و متن استقلال نساجی,6,6,0.76,مستند حواشی و متن استقلال نساجی,NULL,ایران,1397,0,0,0,0,NULL,1
مستند حواشی و متن پرسپولیس سپیدرود,12,7,0.93,مستند حواشی و متن پرسپولیس سپیدرود,مستند،ورزشی,ایران,1397,0,0,0,0,NULL,1
مسلخ,30,14,8.96,مسلخ,NULL,ایران,1395,0,0,0,0,NULL,1
مشت رعد اسا,17,6,2.55,مشت رعد اسا,اکشن,هنگ کنگ,1351,6,0,0,0,NULL,1
معصومیت از دست رفته قسمت 1,3,3,0.64,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,1,1,1,NULL
معصومیت از دست رفته قسمت 10,1,1,0.07,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,10,1,1,NULL
معصومیت از دست رفته قسمت 15,2,2,0.08,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,15,1,1,NULL
معصومیت از دست رفته قسمت 16,3,3,0.26,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,16,1,1,NULL
معصومیت از دست رفته قسمت 2,2,2,0.28,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,2,1,1,NULL
معصومیت از دست رفته قسمت 3,1,1,0.37,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,3,1,1,NULL
معصومیت از دست رفته قسمت 4,1,1,0.33,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,4,1,1,NULL
معصومیت از دست رفته قسمت 5,1,1,0.18,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,5,1,1,NULL
معصومیت از دست رفته قسمت 6,1,1,0.17,"معصومیت از دست رفته ",تاریخی,ایران,1382,5.8,16,6,1,1,NULL
مقتول فراری,3,2,1.08,مقتول فراری,اکشن،کمدی,فرانسه,1350,7.2,0,0,0,NULL,1
بویکا : شکست ناپذیر,375,190,119.08,بویکا : شکست ناپذیر,اکشن، جنایی، درام,آمریکا,1395,0,0,0,0,NULL,1
بی مصرف ها 2,282,132,88.32,بی مصرف ها 2,اکشن,آمریکا,1391,5.9,0,0,0,NULL,1
بید مجنون,3,2,0.18,بید مجنون,درام,ایران,1382,7.5,0,0,0,NULL,1
بیدارشو آرزو,1,1,0.33,بیدارشو آرزو,درام,ایران,1384,0,0,0,0,NULL,1
بیداری رویاها,28,24,14.46,بیداری رویاها,"خانوادگی,درام",ایران,1387,5.8,0,0,0,NULL,1
بیداری رویاها,28,24,14.46,بیداری رویاها,"خانوادگی,درام",ایران,1387,5.8,0,0,0,NULL,1
بیداری رویاها,28,24,14.46,بیداری رویاها,"خانوادگی,درام",ایران,1387,5.8,0,0,0,NULL,1
بیداری رویاها,28,24,14.46,بیداری رویاها,"خانوادگی,درام",ایران,1387,5.8,0,0,0,NULL,1
بیرون نرو 102,19,9,6.74,بیرون نرو 102,کمدی، هندی,آمریکا,1397,0,0,0,0,NULL,1
بیگانه,52,33,17.74,بیگانه,درام,آمریکا,1392,7,0,0,0,NULL,1
بیگانه,52,33,17.74,بیگانه,درام,آمریکا,1392,NULL,0,0,0,NULL,1
بیگانه,52,33,17.74,بیگانه,درام,آمریکا,1392,8.5,0,0,0,NULL,1
